name = nl
year = 2012
yname = wgt
sex = male
sub = 25
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	1.0885	0.962	0.2111
0.0027	1.0836	0.944	0.2119
0.0055	1.0785	0.927	0.2126
0.0082	1.0737	0.913	0.2133
0.011	1.0688	0.901	0.214
0.0137	1.0642	0.891	0.2146
0.0164	1.0596	0.883	0.2153
0.0192	1.0549	0.876	0.2159
0.0219	1.0504	0.871	0.2165
0.0246	1.046	0.868	0.217
0.0274	1.0416	0.866	0.2176
0.0301	1.0373000000000001	0.866	0.2181
0.0329	1.0329	0.867	0.2186
0.0356	1.0288	0.869	0.2191
0.0383	1.0247	0.873	0.2195
0.0575	0.997	0.932	0.2223
0.0767	0.9717	1.036	0.2243
0.0958	0.9485	1.172	0.2256
0.115	0.9269	1.332	0.2264
0.1342	0.9068	1.507	0.2268
0.1533	0.8881	1.693	0.2268
0.1725	0.8705	1.886	0.2266
0.1916	0.854	2.083	0.2261
0.2108	0.8384	2.283	0.2254
0.23	0.8236	2.483	0.2246
0.2491	0.8097	2.683	0.2236
0.25	0.809	2.692	0.2236
0.2917	0.7809	3.121	0.2213
0.3333	0.7554	3.536	0.2188
0.375	0.732	3.935	0.2162
0.4167	0.7103	4.315	0.2137
0.4583	0.6902	4.676	0.2112
0.5	0.6712	5.017	0.2088
0.5417	0.6532	5.34	0.2066
0.5833	0.6361	5.644	0.2045
0.625	0.6197	5.931	0.2025
0.6667	0.6039	6.203	0.2007
0.7083	0.5887	6.46	0.199
0.75	0.574	6.705	0.1974
0.7917	0.5597	6.937	0.1959
0.8333	0.5457	7.157	0.1946
0.875	0.5321	7.368	0.1933
0.9167	0.5188	7.57	0.1921
0.9583	0.5057	7.763	0.191
1	0.4929	7.948	0.1899
1.0833	0.4679	8.298	0.188
1.1667	0.4436	8.626	0.1864
1.25	0.4201	8.933	0.1849
1.3333	0.3971	9.223	0.1835
1.4167	0.3746	9.5	0.1823
1.5	0.3527	9.765	0.1812
1.5833	0.3312	10.019	0.1802
1.6667	0.3101	10.265	0.1793
1.75	0.2894	10.502	0.1784
1.8333	0.2691	10.733	0.1777
1.9167	0.2492	10.958	0.177
2	0.2296	11.177	0.1763
2.5	0.1183	12.401	0.1733
3	0.0164	13.508	0.1713
3.5	-0.0776	14.527	0.1699
4	-0.165	15.473	0.169
