name = nl
year = 2012
yname = wgt
sex = male
sub = 31
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	1.0885	1.565	0.1952
0.0027	1.0836	1.57	0.1946
0.0055	1.0785	1.577	0.194
0.0082	1.0737	1.585	0.1934
0.011	1.0688	1.595	0.1928
0.0137	1.0642	1.606	0.1922
0.0164	1.0596	1.618	0.1916
0.0192	1.0549	1.632	0.191
0.0219	1.0504	1.646	0.1905
0.0246	1.046	1.662	0.1899
0.0274	1.0416	1.68	0.1893
0.0301	1.0373000000000001	1.698	0.1888
0.0329	1.0329	1.718	0.1882
0.0356	1.0288	1.738	0.1877
0.0383	1.0247	1.759	0.1872
0.0575	0.997	1.932	0.1836
0.0767	0.9717	2.135	0.1802
0.0958	0.9485	2.358	0.1771
0.115	0.9269	2.595	0.1742
0.1342	0.9068	2.838	0.1714
0.1533	0.8881	3.082	0.1688
0.1725	0.8705	3.326	0.1664
0.1916	0.854	3.565	0.1641
0.2108	0.8384	3.802	0.162
0.23	0.8236	4.033	0.16
0.2491	0.8097	4.257	0.1581
0.25	0.809	4.267	0.158
0.2917	0.7809	4.732	0.1544
0.3333	0.7554	5.163	0.1512
0.375	0.732	5.563	0.1485
0.4167	0.7103	5.934	0.1461
0.4583	0.6902	6.277	0.144
0.5	0.6712	6.597	0.1422
0.5417	0.6532	6.895	0.1406
0.5833	0.6361	7.172	0.1393
0.625	0.6197	7.433	0.138
0.6667	0.6039	7.678	0.137
0.7083	0.5887	7.909	0.136
0.75	0.574	8.127	0.1352
0.7917	0.5597	8.335	0.1344
0.8333	0.5457	8.533	0.1338
0.875	0.5321	8.722	0.1332
0.9167	0.5188	8.903	0.1327
0.9583	0.5057	9.077	0.1322
1	0.4929	9.245	0.1318
1.0833	0.4679	9.563	0.1311
1.1667	0.4436	9.863	0.1306
1.25	0.4201	10.146	0.1302
1.3333	0.3971	10.417	0.1299
1.4167	0.3746	10.677	0.1297
1.5	0.3527	10.927	0.1297
1.5833	0.3312	11.17	0.1296
1.6667	0.3101	11.406	0.1297
1.75	0.2894	11.636	0.1298
1.8333	0.2691	11.86	0.1299
1.9167	0.2492	12.081	0.1301
2	0.2296	12.296	0.1303
2.5	0.1183	13.52	0.132
3	0.0164	14.648	0.1343
3.5	-0.0776	15.701	0.1369
4	-0.165	16.688	0.1396
