name = nl
year = 2012
yname = wgt
sex = female
sub = 27
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	0.8089	0.953	0.2035
0.0027	0.8128	0.946	0.2026
0.0055	0.8167	0.941	0.2016
0.0082	0.8204	0.937	0.2006
0.011	0.824	0.935	0.1996
0.0137	0.8274	0.935	0.1987
0.0164	0.8307	0.935	0.1978
0.0192	0.8339	0.938	0.1969
0.0219	0.837	0.941	0.1961
0.0246	0.8399	0.946	0.1952
0.0274	0.8429	0.953	0.1943
0.0301	0.8456	0.96	0.1935
0.0329	0.8484	0.969	0.1927
0.0356	0.851	0.979	0.1919
0.0383	0.8534	0.989	0.1911
0.0575	0.8687	1.091	0.1859
0.0767	0.8805	1.228	0.1813
0.0958	0.8893	1.389	0.1771
0.115	0.8958	1.568	0.1732
0.1342	0.9003	1.757	0.1697
0.1533	0.903	1.952	0.1665
0.1725	0.9043	2.152	0.1635
0.1916	0.9044	2.352	0.1607
0.2108	0.9034	2.552	0.1582
0.23	0.9015	2.75	0.1558
0.2491	0.8988	2.944	0.1537
0.25	0.8987	2.954	0.1536
0.2917	0.8904	3.366	0.1494
0.3333	0.8799	3.758	0.1459
0.375	0.8675	4.129	0.1428
0.4167	0.8538	4.48	0.1403
0.4583	0.8391	4.808	0.1381
0.5	0.8238	5.118	0.1362
0.5417	0.8079	5.409	0.1346
0.5833	0.7917	5.682	0.1332
0.625	0.7752	5.941	0.132
0.6667	0.7585	6.185	0.131
0.7083	0.7418	6.416	0.1301
0.75	0.725	6.636	0.1293
0.7917	0.7083	6.845	0.1287
0.8333	0.6916	7.044	0.1281
0.875	0.675	7.236	0.1276
0.9167	0.6584	7.419	0.1272
0.9583	0.642	7.595	0.1268
1	0.6257	7.765	0.1264
1.0833	0.5935	8.088	0.1259
1.1667	0.5618	8.393	0.1255
1.25	0.5307	8.682	0.1251
1.3333	0.5001	8.958	0.1249
1.4167	0.4701	9.223	0.1247
1.5	0.4408	9.48	0.1246
1.5833	0.4119	9.728	0.1246
1.6667	0.3836	9.97	0.1246
1.75	0.3559	10.205	0.1246
1.8333	0.3286	10.435	0.1247
1.9167	0.3019	10.661	0.1248
2	0.2756	10.882	0.125
2.5	0.1273	12.137	0.1266
3	-0.0073	13.291	0.129
3.5	-0.1305	14.364	0.1319
4	-0.2444	15.367	0.1352
