name = nl
year = 2012
yname = wgt
sex = male
sub = 26
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	1.0885	0.985	0.2061
0.0027	1.0836	0.971	0.2065
0.0055	1.0785	0.96	0.207
0.0082	1.0737	0.95	0.2074
0.011	1.0688	0.943	0.2078
0.0137	1.0642	0.937	0.2081
0.0164	1.0596	0.933	0.2085
0.0192	1.0549	0.93	0.2088
0.0219	1.0504	0.929	0.2091
0.0246	1.046	0.93	0.2094
0.0274	1.0416	0.932	0.2097
0.0301	1.0373000000000001	0.936	0.2099
0.0329	1.0329	0.941	0.2102
0.0356	1.0288	0.947	0.2104
0.0383	1.0247	0.954	0.2106
0.0575	0.997	1.036	0.2118
0.0767	0.9717	1.16	0.2125
0.0958	0.9485	1.313	0.2126
0.115	0.9269	1.489	0.2124
0.1342	0.9068	1.679	0.212
0.1533	0.8881	1.877	0.2113
0.1725	0.8705	2.082	0.2104
0.1916	0.854	2.289	0.2094
0.2108	0.8384	2.498	0.2083
0.23	0.8236	2.706	0.2071
0.2491	0.8097	2.913	0.2059
0.25	0.809	2.922	0.2058
0.2917	0.7809	3.363	0.2031
0.3333	0.7554	3.785	0.2003
0.375	0.732	4.188	0.1976
0.4167	0.7103	4.569	0.1951
0.4583	0.6902	4.928	0.1927
0.5	0.6712	5.267	0.1904
0.5417	0.6532	5.587	0.1884
0.5833	0.6361	5.887	0.1864
0.625	0.6197	6.17	0.1847
0.6667	0.6039	6.438	0.183
0.7083	0.5887	6.69	0.1815
0.75	0.574	6.931	0.1801
0.7917	0.5597	7.159	0.1788
0.8333	0.5457	7.375	0.1776
0.875	0.5321	7.583	0.1765
0.9167	0.5188	7.781	0.1755
0.9583	0.5057	7.971	0.1746
1	0.4929	8.153	0.1737
1.0833	0.4679	8.498	0.1721
1.1667	0.4436	8.821	0.1707
1.25	0.4201	9.125	0.1695
1.3333	0.3971	9.413	0.1684
1.4167	0.3746	9.688	0.1675
1.5	0.3527	9.95	0.1666
1.5833	0.3312	10.204	0.1659
1.6667	0.3101	10.448	0.1652
1.75	0.2894	10.685	0.1646
1.8333	0.2691	10.916	0.1641
1.9167	0.2492	11.14	0.1636
2	0.2296	11.36	0.1631
2.5	0.1183	12.588	0.1613
3	0.0164	13.703	0.1603
3.5	-0.0776	14.732	0.1598
4	-0.165	15.689	0.1597
