name = nl
year = 2012
yname = wgt
sex = female
sub = 34
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	0.8089	2.08	0.1718
0.0027	0.8128	2.091	0.1711
0.0055	0.8167	2.104	0.1704
0.0082	0.8204	2.118	0.1697
0.011	0.824	2.133	0.169
0.0137	0.8274	2.149	0.1683
0.0164	0.8307	2.166	0.1677
0.0192	0.8339	2.184	0.167
0.0219	0.837	2.203	0.1664
0.0246	0.8399	2.222	0.1657
0.0274	0.8429	2.243	0.1651
0.0301	0.8456	2.264	0.1645
0.0329	0.8484	2.287	0.1639
0.0356	0.851	2.31	0.1633
0.0383	0.8534	2.333	0.1627
0.0575	0.8687	2.516	0.1589
0.0767	0.8805	2.719	0.1554
0.0958	0.8893	2.935	0.1523
0.115	0.8958	3.158	0.1494
0.1342	0.9003	3.383	0.1468
0.1533	0.903	3.606	0.1444
0.1725	0.9043	3.827	0.1421
0.1916	0.9044	4.042	0.1401
0.2108	0.9034	4.253	0.1382
0.23	0.9015	4.457	0.1364
0.2491	0.8988	4.655	0.1348
0.25	0.8987	4.664	0.1347
0.2917	0.8904	5.072	0.1316
0.3333	0.8799	5.45	0.129
0.375	0.8675	5.801	0.1268
0.4167	0.8538	6.126	0.125
0.4583	0.8391	6.427	0.1234
0.5	0.8238	6.707	0.1221
0.5417	0.8079	6.969	0.121
0.5833	0.7917	7.213	0.12
0.625	0.7752	7.443	0.1192
0.6667	0.7585	7.66	0.1186
0.7083	0.7418	7.864	0.118
0.75	0.725	8.058	0.1175
0.7917	0.7083	8.244	0.1172
0.8333	0.6916	8.42	0.1169
0.875	0.675	8.589	0.1166
0.9167	0.6584	8.752	0.1164
0.9583	0.642	8.909	0.1163
1	0.6257	9.061	0.1162
1.0833	0.5935	9.352	0.1161
1.1667	0.5618	9.627	0.1161
1.25	0.5307	9.891	0.1163
1.3333	0.5001	10.145	0.1165
1.4167	0.4701	10.391	0.1168
1.5	0.4408	10.63	0.1171
1.5833	0.4119	10.863	0.1175
1.6667	0.3836	11.093	0.118
1.75	0.3559	11.317	0.1184
1.8333	0.3286	11.538	0.119
1.9167	0.3019	11.756	0.1195
2	0.2756	11.971	0.1201
2.5	0.1273	13.206	0.124
3	-0.0073	14.365	0.1285
3.5	-0.1305	15.458	0.1334
4	-0.2444	16.491	0.1385
