name = nl
year = 2012
yname = wgt
sex = male
sub = 34
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	1.0885	2.222	0.1818
0.0027	1.0836	2.233	0.1809
0.0055	1.0785	2.246	0.18
0.0082	1.0737	2.26	0.1792
0.011	1.0688	2.276	0.1783
0.0137	1.0642	2.292	0.1775
0.0164	1.0596	2.31	0.1767
0.0192	1.0549	2.329	0.1759
0.0219	1.0504	2.349	0.1752
0.0246	1.046	2.37	0.1744
0.0274	1.0416	2.393	0.1737
0.0301	1.0373000000000001	2.415	0.173
0.0329	1.0329	2.44	0.1722
0.0356	1.0288	2.465	0.1715
0.0383	1.0247	2.49	0.1709
0.0575	0.997	2.689	0.1663
0.0767	0.9717	2.913	0.1622
0.0958	0.9485	3.152	0.1586
0.115	0.9269	3.4	0.1553
0.1342	0.9068	3.651	0.1522
0.1533	0.8881	3.9	0.1495
0.1725	0.8705	4.147	0.1469
0.1916	0.854	4.388	0.1446
0.2108	0.8384	4.624	0.1424
0.23	0.8236	4.853	0.1404
0.2491	0.8097	5.073	0.1386
0.25	0.809	5.084	0.1385
0.2917	0.7809	5.538	0.1351
0.3333	0.7554	5.956	0.1321
0.375	0.732	6.342	0.1296
0.4167	0.7103	6.698	0.1275
0.4583	0.6902	7.026	0.1258
0.5	0.6712	7.33	0.1242
0.5417	0.6532	7.612	0.1229
0.5833	0.6361	7.874	0.1218
0.625	0.6197	8.121	0.1209
0.6667	0.6039	8.352	0.12
0.7083	0.5887	8.569	0.1193
0.75	0.574	8.775	0.1187
0.7917	0.5597	8.971	0.1181
0.8333	0.5457	9.157	0.1177
0.875	0.5321	9.335	0.1173
0.9167	0.5188	9.506	0.1169
0.9583	0.5057	9.67	0.1167
1	0.4929	9.828	0.1164
1.0833	0.4679	10.129	0.1161
1.1667	0.4436	10.413	0.1159
1.25	0.4201	10.683	0.1158
1.3333	0.3971	10.941	0.1158
1.4167	0.3746	11.189	0.1159
1.5	0.3527	11.429	0.116
1.5833	0.3312	11.662	0.1162
1.6667	0.3101	11.89	0.1165
1.75	0.2894	12.112	0.1168
1.8333	0.2691	12.33	0.1172
1.9167	0.2492	12.543	0.1176
2	0.2296	12.753	0.118
2.5	0.1183	13.952	0.121
3	0.0164	15.067	0.1244
3.5	-0.0776	16.113	0.128
4	-0.165	17.099	0.1318
