name = nl
year = 2012
yname = wgt
sex = male
sub = 29
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	1.0885	1.249	0.2003
0.0027	1.0836	1.248	0.2
0.0055	1.0785	1.248	0.1997
0.0082	1.0737	1.25	0.1994
0.011	1.0688	1.254	0.1991
0.0137	1.0642	1.259	0.1988
0.0164	1.0596	1.265	0.1985
0.0192	1.0549	1.273	0.1982
0.0219	1.0504	1.283	0.1979
0.0246	1.046	1.293	0.1976
0.0274	1.0416	1.305	0.1973
0.0301	1.0373000000000001	1.318	0.197
0.0329	1.0329	1.333	0.1967
0.0356	1.0288	1.348	0.1964
0.0383	1.0247	1.364	0.196
0.0575	0.997	1.505	0.1938
0.0767	0.9717	1.682	0.1916
0.0958	0.9485	1.882	0.1894
0.115	0.9269	2.098	0.1872
0.1342	0.9068	2.325	0.185
0.1533	0.8881	2.555	0.1829
0.1725	0.8705	2.788	0.1809
0.1916	0.854	3.019	0.1789
0.2108	0.8384	3.249	0.177
0.23	0.8236	3.475	0.1752
0.2491	0.8097	3.695	0.1734
0.25	0.809	3.705	0.1734
0.2917	0.7809	4.167	0.1698
0.3333	0.7554	4.6	0.1667
0.375	0.732	5.005	0.1639
0.4167	0.7103	5.383	0.1614
0.4583	0.6902	5.735	0.1592
0.5	0.6712	6.063	0.1572
0.5417	0.6532	6.37	0.1554
0.5833	0.6361	6.657	0.1538
0.625	0.6197	6.927	0.1524
0.6667	0.6039	7.182	0.1512
0.7083	0.5887	7.421	0.1501
0.75	0.574	7.648	0.149
0.7917	0.5597	7.864	0.1481
0.8333	0.5457	8.07	0.1473
0.875	0.5321	8.266	0.1465
0.9167	0.5188	8.454	0.1458
0.9583	0.5057	8.634	0.1452
1	0.4929	8.808	0.1447
1.0833	0.4679	9.138	0.1437
1.1667	0.4436	9.447	0.1429
1.25	0.4201	9.739	0.1423
1.3333	0.3971	10.017	0.1417
1.4167	0.3746	10.284	0.1413
1.5	0.3527	10.54	0.141
1.5833	0.3312	10.788	0.1407
1.6667	0.3101	11.028	0.1405
1.75	0.2894	11.262	0.1404
1.8333	0.2691	11.49	0.1403
1.9167	0.2492	11.712	0.1403
2	0.2296	11.93	0.1403
2.5	0.1183	13.161	0.1409
3	0.0164	14.289	0.1421
3.5	-0.0776	15.338	0.1437
4	-0.165	16.318	0.1455
