name = nl
year = 2012
yname = wgt
sex = female
sub = 31
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	0.8089	1.452	0.1984
0.0027	0.8128	1.458	0.1975
0.0055	0.8167	1.466	0.1966
0.0082	0.8204	1.475	0.1958
0.011	0.824	1.485	0.1949
0.0137	0.8274	1.497	0.1941
0.0164	0.8307	1.51	0.1933
0.0192	0.8339	1.524	0.1925
0.0219	0.837	1.539	0.1917
0.0246	0.8399	1.554	0.1909
0.0274	0.8429	1.572	0.1901
0.0301	0.8456	1.59	0.1894
0.0329	0.8484	1.609	0.1887
0.0356	0.851	1.629	0.1879
0.0383	0.8534	1.649	0.1872
0.0575	0.8687	1.813	0.1825
0.0767	0.8805	2.003	0.1783
0.0958	0.8893	2.208	0.1745
0.115	0.8958	2.424	0.171
0.1342	0.9003	2.645	0.1677
0.1533	0.903	2.866	0.1648
0.1725	0.9043	3.087	0.1621
0.1916	0.9044	3.303	0.1596
0.2108	0.9034	3.516	0.1572
0.23	0.9015	3.724	0.1551
0.2491	0.8988	3.926	0.15310000000000001
0.25	0.8987	3.935	0.153
0.2917	0.8904	4.354	0.1492
0.3333	0.8799	4.745	0.146
0.375	0.8675	5.109	0.1433
0.4167	0.8538	5.448	0.141
0.4583	0.8391	5.763	0.139
0.5	0.8238	6.057	0.1374
0.5417	0.8079	6.332	0.136
0.5833	0.7917	6.59	0.1348
0.625	0.7752	6.832	0.1337
0.6667	0.7585	7.06	0.1329
0.7083	0.7418	7.276	0.1321
0.75	0.725	7.481	0.1315
0.7917	0.7083	7.677	0.131
0.8333	0.6916	7.863	0.1305
0.875	0.675	8.042	0.1302
0.9167	0.6584	8.214	0.1299
0.9583	0.642	8.379	0.1296
1	0.6257	8.539	0.1294
1.0833	0.5935	8.844	0.1291
1.1667	0.5618	9.133	0.129
1.25	0.5307	9.408	0.1289
1.3333	0.5001	9.672	0.129
1.4167	0.4701	9.928	0.1291
1.5	0.4408	10.176	0.1293
1.5833	0.4119	10.417	0.1295
1.6667	0.3836	10.653	0.1298
1.75	0.3559	10.884	0.1302
1.8333	0.3286	11.111	0.1306
1.9167	0.3019	11.334	0.131
2	0.2756	11.553	0.1314
2.5	0.1273	12.807	0.1347
3	-0.0073	13.975	0.1386
3.5	-0.1305	15.07	0.1429
4	-0.2444	16.101	0.1476
