name = nl
year = 2012
yname = wgt
sex = female
sub = 32
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	0.8089	1.641	0.19
0.0027	0.8128	1.649	0.1891
0.0055	0.8167	1.659	0.1883
0.0082	0.8204	1.67	0.1875
0.011	0.824	1.683	0.1867
0.0137	0.8274	1.697	0.1859
0.0164	0.8307	1.711	0.1852
0.0192	0.8339	1.727	0.1844
0.0219	0.837	1.744	0.1837
0.0246	0.8399	1.761	0.183
0.0274	0.8429	1.78	0.1822
0.0301	0.8456	1.8	0.1815
0.0329	0.8484	1.821	0.1808
0.0356	0.851	1.842	0.1802
0.0383	0.8534	1.864	0.1795
0.0575	0.8687	2.037	0.1751
0.0767	0.8805	2.234	0.1711
0.0958	0.8893	2.445	0.1675
0.115	0.8958	2.666	0.1642
0.1342	0.9003	2.89	0.1612
0.1533	0.903	3.113	0.1584
0.1725	0.9043	3.335	0.1558
0.1916	0.9044	3.552	0.1535
0.2108	0.9034	3.765	0.1513
0.23	0.9015	3.973	0.1493
0.2491	0.8988	4.174	0.1474
0.25	0.8987	4.184	0.1473
0.2917	0.8904	4.6	0.1438
0.3333	0.8799	4.988	0.1407
0.375	0.8675	5.348	0.1382
0.4167	0.8538	5.683	0.136
0.4583	0.8391	5.993	0.1342
0.5	0.8238	6.283	0.1327
0.5417	0.8079	6.554	0.1314
0.5833	0.7917	6.807	0.1302
0.625	0.7752	7.045	0.1293
0.6667	0.7585	7.269	0.1285
0.7083	0.7418	7.481	0.1278
0.75	0.725	7.683	0.1272
0.7917	0.7083	7.875	0.1268
0.8333	0.6916	8.058	0.1264
0.875	0.675	8.234	0.126
0.9167	0.6584	8.403	0.1258
0.9583	0.642	8.565	0.1256
1	0.6257	8.722	0.1254
1.0833	0.5935	9.022	0.1252
1.1667	0.5618	9.307	0.1251
1.25	0.5307	9.579	0.1251
1.3333	0.5001	9.84	0.1252
1.4167	0.4701	10.092	0.1254
1.5	0.4408	10.337	0.1257
1.5833	0.4119	10.576	0.126
1.6667	0.3836	10.81	0.1263
1.75	0.3559	11.039	0.1267
1.8333	0.3286	11.264	0.1272
1.9167	0.3019	11.486	0.1276
2	0.2756	11.704	0.1282
2.5	0.1273	12.954	0.1317
3	-0.0073	14.121	0.1358
3.5	-0.1305	15.217	0.1404
4	-0.2444	16.25	0.1452
