name = nl
year = 2012
yname = wgt
sex = female
sub = 35
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	0.8089	2.324	0.1636
0.0027	0.8128	2.335	0.1629
0.0055	0.8167	2.349	0.1623
0.0082	0.8204	2.363	0.1616
0.011	0.824	2.378	0.161
0.0137	0.8274	2.394	0.1603
0.0164	0.8307	2.411	0.1597
0.0192	0.8339	2.43	0.1591
0.0219	0.837	2.449	0.1585
0.0246	0.8399	2.469	0.1579
0.0274	0.8429	2.49	0.1573
0.0301	0.8456	2.511	0.1568
0.0329	0.8484	2.534	0.1562
0.0356	0.851	2.557	0.1557
0.0383	0.8534	2.58	0.1551
0.0575	0.8687	2.763	0.1516
0.0767	0.8805	2.966	0.1483
0.0958	0.8893	3.181	0.1454
0.115	0.8958	3.402	0.1427
0.1342	0.9003	3.626	0.1403
0.1533	0.903	3.846	0.138
0.1725	0.9043	4.065	0.1359
0.1916	0.9044	4.278	0.134
0.2108	0.9034	4.486	0.1323
0.23	0.9015	4.688	0.1306
0.2491	0.8988	4.883	0.1291
0.25	0.8987	4.892	0.129
0.2917	0.8904	5.295	0.1261
0.3333	0.8799	5.667	0.1237
0.375	0.8675	6.012	0.1217
0.4167	0.8538	6.332	0.1199
0.4583	0.8391	6.628	0.1185
0.5	0.8238	6.903	0.1172
0.5417	0.8079	7.16	0.1162
0.5833	0.7917	7.4	0.1153
0.625	0.7752	7.626	0.1146
0.6667	0.7585	7.838	0.114
0.7083	0.7418	8.039	0.1135
0.75	0.725	8.23	0.1131
0.7917	0.7083	8.411	0.1128
0.8333	0.6916	8.585	0.1125
0.875	0.675	8.751	0.1123
0.9167	0.6584	8.911	0.1122
0.9583	0.642	9.065	0.1121
1	0.6257	9.214	0.112
1.0833	0.5935	9.5	0.112
1.1667	0.5618	9.771	0.112
1.25	0.5307	10.03	0.1122
1.3333	0.5001	10.28	0.1125
1.4167	0.4701	10.522	0.1128
1.5	0.4408	10.758	0.1132
1.5833	0.4119	10.989	0.1136
1.6667	0.3836	11.215	0.1141
1.75	0.3559	11.437	0.1146
1.8333	0.3286	11.656	0.1152
1.9167	0.3019	11.871	0.1157
2	0.2756	12.084	0.1163
2.5	0.1273	13.31	0.1204
3	-0.0073	14.463	0.125
3.5	-0.1305	15.551	0.13
4	-0.2444	16.581	0.1352
