name = nl
year = 2012
yname = wgt
sex = male
sub = 35
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	1.0885	2.479	0.1762
0.0027	1.0836	2.491	0.1753
0.0055	1.0785	2.505	0.1743
0.0082	1.0737	2.52	0.1735
0.011	1.0688	2.536	0.1726
0.0137	1.0642	2.553	0.1718
0.0164	1.0596	2.572	0.171
0.0192	1.0549	2.592	0.1702
0.0219	1.0504	2.612	0.1694
0.0246	1.046	2.633	0.1686
0.0274	1.0416	2.656	0.1679
0.0301	1.0373000000000001	2.68	0.1671
0.0329	1.0329	2.704	0.1664
0.0356	1.0288	2.729	0.1657
0.0383	1.0247	2.755	0.165
0.0575	0.997	2.956	0.1604
0.0767	0.9717	3.181	0.1563
0.0958	0.9485	3.419	0.1526
0.115	0.9269	3.666	0.1493
0.1342	0.9068	3.916	0.1463
0.1533	0.8881	4.163	0.1436
0.1725	0.8705	4.408	0.1411
0.1916	0.854	4.646	0.1388
0.2108	0.8384	4.879	0.1367
0.23	0.8236	5.106	0.1348
0.2491	0.8097	5.323	0.133
0.25	0.809	5.333	0.1329
0.2917	0.7809	5.782	0.1296
0.3333	0.7554	6.194	0.1268
0.375	0.732	6.574	0.1244
0.4167	0.7103	6.923	0.1224
0.4583	0.6902	7.245	0.1207
0.5	0.6712	7.544	0.1193
0.5417	0.6532	7.821	0.1181
0.5833	0.6361	8.078	0.117
0.625	0.6197	8.319	0.1161
0.6667	0.6039	8.546	0.1154
0.7083	0.5887	8.759	0.1147
0.75	0.574	8.961	0.1142
0.7917	0.5597	9.153	0.1137
0.8333	0.5457	9.335	0.1133
0.875	0.5321	9.509	0.1129
0.9167	0.5188	9.677	0.1126
0.9583	0.5057	9.837	0.1124
1	0.4929	9.992	0.1122
1.0833	0.4679	10.287	0.1119
1.1667	0.4436	10.566	0.1118
1.25	0.4201	10.83	0.1118
1.3333	0.3971	11.083	0.1119
1.4167	0.3746	11.328	0.112
1.5	0.3527	11.564	0.1122
1.5833	0.3312	11.793	0.1125
1.6667	0.3101	12.018	0.1129
1.75	0.2894	12.237	0.1132
1.8333	0.2691	12.451	0.1137
1.9167	0.2492	12.662	0.1141
2	0.2296	12.87	0.1146
2.5	0.1183	14.056	0.1178
3	0.0164	15.163	0.1215
3.5	-0.0776	16.204	0.1254
4	-0.165	17.186	0.1295
