name = nl
year = 2012
yname = wgt
sex = female
sub = 33
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	0.8089	1.851	0.1808
0.0027	0.8128	1.861	0.1801
0.0055	0.8167	1.873	0.1793
0.0082	0.8204	1.885	0.1785
0.011	0.824	1.9	0.1778
0.0137	0.8274	1.914	0.1771
0.0164	0.8307	1.93	0.1764
0.0192	0.8339	1.948	0.1756
0.0219	0.837	1.966	0.175
0.0246	0.8399	1.985	0.1743
0.0274	0.8429	2.005	0.1736
0.0301	0.8456	2.026	0.173
0.0329	0.8484	2.048	0.1723
0.0356	0.851	2.07	0.1717
0.0383	0.8534	2.093	0.1711
0.0575	0.8687	2.272	0.1669
0.0767	0.8805	2.474	0.1632
0.0958	0.8893	2.688	0.1599
0.115	0.8958	2.911	0.1568
0.1342	0.9003	3.137	0.1539
0.1533	0.903	3.36	0.1514
0.1725	0.9043	3.582	0.149
0.1916	0.9044	3.799	0.1468
0.2108	0.9034	4.011	0.1447
0.23	0.9015	4.218	0.1428
0.2491	0.8988	4.418	0.1411
0.25	0.8987	4.427	0.141
0.2917	0.8904	4.84	0.1377
0.3333	0.8799	5.223	0.1349
0.375	0.8675	5.579	0.1325
0.4167	0.8538	5.909	0.1305
0.4583	0.8391	6.215	0.1288
0.5	0.8238	6.5	0.1274
0.5417	0.8079	6.766	0.1262
0.5833	0.7917	7.015	0.1251
0.625	0.7752	7.249	0.1243
0.6667	0.7585	7.469	0.1235
0.7083	0.7418	7.677	0.1229
0.75	0.725	7.875	0.1224
0.7917	0.7083	8.064	0.122
0.8333	0.6916	8.244	0.1216
0.875	0.675	8.416	0.1214
0.9167	0.6584	8.582	0.1211
0.9583	0.642	8.742	0.121
1	0.6257	8.897	0.1208
1.0833	0.5935	9.192	0.1207
1.1667	0.5618	9.472	0.1207
1.25	0.5307	9.74	0.1207
1.3333	0.5001	9.997	0.1209
1.4167	0.4701	10.247	0.1211
1.5	0.4408	10.489	0.1214
1.5833	0.4119	10.725	0.1218
1.6667	0.3836	10.957	0.1222
1.75	0.3559	11.184	0.1226
1.8333	0.3286	11.407	0.1231
1.9167	0.3019	11.627	0.1236
2	0.2756	11.843	0.1242
2.5	0.1273	13.087	0.1279
3	-0.0073	14.251	0.1323
3.5	-0.1305	15.346	0.137
4	-0.2444	16.38	0.142
