name = nl
year = 2012
yname = wgt
sex = male
sub = 27
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	1.0885	1.042	0.2031
0.0027	1.0836	1.033	0.2032
0.0055	1.0785	1.026	0.2034
0.0082	1.0737	1.021	0.2035
0.011	1.0688	1.017	0.2037
0.0137	1.0642	1.015	0.2038
0.0164	1.0596	1.015	0.2039
0.0192	1.0549	1.016	0.204
0.0219	1.0504	1.019	0.204
0.0246	1.046	1.023	0.2041
0.0274	1.0416	1.029	0.2042
0.0301	1.0373000000000001	1.036	0.2042
0.0329	1.0329	1.044	0.2042
0.0356	1.0288	1.054	0.2043
0.0383	1.0247	1.064	0.2043
0.0575	0.997	1.167	0.2041
0.0767	0.9717	1.31	0.2036
0.0958	0.9485	1.48	0.2029
0.115	0.9269	1.67	0.2019
0.1342	0.9068	1.874	0.2007
0.1533	0.8881	2.083	0.1994
0.1725	0.8705	2.299	0.1981
0.1916	0.854	2.515	0.1967
0.2108	0.8384	2.733	0.1952
0.23	0.8236	2.948	0.1938
0.2491	0.8097	3.16	0.1923
0.25	0.809	3.17	0.1923
0.2917	0.7809	3.62	0.1892
0.3333	0.7554	4.048	0.1862
0.375	0.732	4.453	0.1835
0.4167	0.7103	4.834	0.181
0.4583	0.6902	5.192	0.1786
0.5	0.6712	5.528	0.1765
0.5417	0.6532	5.843	0.1745
0.5833	0.6361	6.139	0.1727
0.625	0.6197	6.418	0.1711
0.6667	0.6039	6.681	0.1696
0.7083	0.5887	6.93	0.1683
0.75	0.574	7.165	0.167
0.7917	0.5597	7.389	0.1659
0.8333	0.5457	7.602	0.1648
0.875	0.5321	7.806	0.1639
0.9167	0.5188	8.001	0.163
0.9583	0.5057	8.187	0.1622
1	0.4929	8.367	0.1614
1.0833	0.4679	8.707	0.1601
1.1667	0.4436	9.026	0.1589
1.25	0.4201	9.326	0.1579
1.3333	0.3971	9.611	0.1571
1.4167	0.3746	9.883	0.1563
1.5	0.3527	10.144	0.1557
1.5833	0.3312	10.395	0.1551
1.6667	0.3101	10.639	0.1547
1.75	0.2894	10.875	0.1542
1.8333	0.2691	11.105	0.1539
1.9167	0.2492	11.329	0.1536
2	0.2296	11.548	0.1533
2.5	0.1183	12.779	0.1524
3	0.0164	13.9	0.1522
3.5	-0.0776	14.937	0.1526
4	-0.165	15.904	0.1532
