name = nl
year = 2012
yname = wgt
sex = male
sub = 36
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	1.0885	2.745	0.1702
0.0027	1.0836	2.757	0.1693
0.0055	1.0785	2.771	0.1684
0.0082	1.0737	2.786	0.1675
0.011	1.0688	2.802	0.1666
0.0137	1.0642	2.819	0.1658
0.0164	1.0596	2.837	0.165
0.0192	1.0549	2.857	0.1642
0.0219	1.0504	2.877	0.1634
0.0246	1.046	2.899	0.1627
0.0274	1.0416	2.922	0.1619
0.0301	1.0373000000000001	2.945	0.1612
0.0329	1.0329	2.969	0.1604
0.0356	1.0288	2.994	0.1597
0.0383	1.0247	3.02	0.159
0.0575	0.997	3.218	0.1545
0.0767	0.9717	3.441	0.1504
0.0958	0.9485	3.677	0.1468
0.115	0.9269	3.921	0.1436
0.1342	0.9068	4.168	0.1407
0.1533	0.8881	4.412	0.138
0.1725	0.8705	4.653	0.1356
0.1916	0.854	4.888	0.1334
0.2108	0.8384	5.118	0.1313
0.23	0.8236	5.341	0.1295
0.2491	0.8097	5.555	0.1278
0.25	0.809	5.565	0.1277
0.2917	0.7809	6.006	0.1245
0.3333	0.7554	6.412	0.1218
0.375	0.732	6.785	0.1196
0.4167	0.7103	7.129	0.1177
0.4583	0.6902	7.444	0.1161
0.5	0.6712	7.737	0.1147
0.5417	0.6532	8.009	0.1136
0.5833	0.6361	8.261	0.1126
0.625	0.6197	8.497	0.1118
0.6667	0.6039	8.719	0.1111
0.7083	0.5887	8.928	0.1105
0.75	0.574	9.126	0.11
0.7917	0.5597	9.313	0.1096
0.8333	0.5457	9.492	0.1093
0.875	0.5321	9.663	0.109
0.9167	0.5188	9.826	0.1087
0.9583	0.5057	9.984	0.1085
1	0.4929	10.135	0.1084
1.0833	0.4679	10.424	0.1082
1.1667	0.4436	10.697	0.1081
1.25	0.4201	10.957	0.1082
1.3333	0.3971	11.205	0.1083
1.4167	0.3746	11.445	0.1085
1.5	0.3527	11.677	0.1088
1.5833	0.3312	11.903	0.1092
1.6667	0.3101	12.123	0.1095
1.75	0.2894	12.339	0.11
1.8333	0.2691	12.55	0.1104
1.9167	0.2492	12.759	0.1109
2	0.2296	12.963	0.1114
2.5	0.1183	14.136	0.115
3	0.0164	15.233	0.1189
3.5	-0.0776	16.266	0.123
4	-0.165	17.242	0.1272
