name = nl
year = 2012
yname = wgt
sex = male
sub = 28
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	1.0885	1.131	0.2014
0.0027	1.0836	1.126	0.2014
0.0055	1.0785	1.123	0.2013
0.0082	1.0737	1.121	0.2012
0.011	1.0688	1.122	0.2011
0.0137	1.0642	1.123	0.201
0.0164	1.0596	1.127	0.2009
0.0192	1.0549	1.131	0.2008
0.0219	1.0504	1.138	0.2006
0.0246	1.046	1.145	0.2005
0.0274	1.0416	1.154	0.2004
0.0301	1.0373000000000001	1.164	0.2002
0.0329	1.0329	1.176	0.2001
0.0356	1.0288	1.188	0.1999
0.0383	1.0247	1.202	0.1998
0.0575	0.997	1.324	0.1985
0.0767	0.9717	1.485	0.1971
0.0958	0.9485	1.67	0.1955
0.115	0.9269	1.874	0.1938
0.1342	0.9068	2.09	0.1921
0.1533	0.8881	2.31	0.1904
0.1725	0.8705	2.535	0.1886
0.1916	0.854	2.76	0.1869
0.2108	0.8384	2.984	0.1852
0.23	0.8236	3.206	0.1835
0.2491	0.8097	3.422	0.1819
0.25	0.809	3.433	0.1819
0.2917	0.7809	3.889	0.1785
0.3333	0.7554	4.321	0.1755
0.375	0.732	4.727	0.1727
0.4167	0.7103	5.107	0.1701
0.4583	0.6902	5.461	0.1679
0.5	0.6712	5.794	0.1658
0.5417	0.6532	6.106	0.1639
0.5833	0.6361	6.397	0.1623
0.625	0.6197	6.671	0.1608
0.6667	0.6039	6.93	0.1594
0.7083	0.5887	7.174	0.1582
0.75	0.574	7.406	0.157
0.7917	0.5597	7.626	0.156
0.8333	0.5457	7.835	0.1551
0.875	0.5321	8.035	0.1542
0.9167	0.5188	8.226	0.1535
0.9583	0.5057	8.41	0.1528
1	0.4929	8.587	0.1521
1.0833	0.4679	8.921	0.151
1.1667	0.4436	9.235	0.15
1.25	0.4201	9.532	0.1492
1.3333	0.3971	9.813	0.1485
1.4167	0.3746	10.083	0.148
1.5	0.3527	10.342	0.1475
1.5833	0.3312	10.591	0.1471
1.6667	0.3101	10.833	0.1468
1.75	0.2894	11.068	0.1465
1.8333	0.2691	11.297	0.1463
1.9167	0.2492	11.521	0.1462
2	0.2296	11.74	0.146
2.5	0.1183	12.971	0.1459
3	0.0164	14.097	0.1465
3.5	-0.0776	15.14	0.1475
4	-0.165	16.114	0.1487
