name = nl
year = 2012
yname = wgt
sex = female
sub = 29
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	0.8089	1.144	0.2089
0.0027	0.8128	1.145	0.208
0.0055	0.8167	1.147	0.207
0.0082	0.8204	1.15	0.206
0.011	0.824	1.156	0.2051
0.0137	0.8274	1.162	0.2042
0.0164	0.8307	1.169	0.2033
0.0192	0.8339	1.178	0.2024
0.0219	0.837	1.188	0.2016
0.0246	0.8399	1.199	0.2007
0.0274	0.8429	1.212	0.1999
0.0301	0.8456	1.225	0.1991
0.0329	0.8484	1.24	0.1983
0.0356	0.851	1.255	0.1975
0.0383	0.8534	1.272	0.1967
0.0575	0.8687	1.409	0.1916
0.0767	0.8805	1.576	0.187
0.0958	0.8893	1.764	0.1828
0.115	0.8958	1.965	0.179
0.1342	0.9003	2.174	0.1755
0.1533	0.903	2.385	0.1723
0.1725	0.9043	2.598	0.1693
0.1916	0.9044	2.809	0.1666
0.2108	0.9034	3.018	0.164
0.23	0.9015	3.223	0.1617
0.2491	0.8988	3.423	0.1595
0.25	0.8987	3.433	0.1594
0.2917	0.8904	3.852	0.1553
0.3333	0.8799	4.246	0.1518
0.375	0.8675	4.616	0.1488
0.4167	0.8538	4.962	0.1463
0.4583	0.8391	5.284	0.1441
0.5	0.8238	5.587	0.1423
0.5417	0.8079	5.87	0.1407
0.5833	0.7917	6.136	0.1394
0.625	0.7752	6.386	0.1382
0.6667	0.7585	6.623	0.1372
0.7083	0.7418	6.846	0.1364
0.75	0.725	7.059	0.1356
0.7917	0.7083	7.261	0.135
0.8333	0.6916	7.454	0.1345
0.875	0.675	7.639	0.134
0.9167	0.6584	7.816	0.1336
0.9583	0.642	7.987	0.1333
1	0.6257	8.152	0.133
1.0833	0.5935	8.466	0.1326
1.1667	0.5618	8.764	0.1323
1.25	0.5307	9.046	0.1321
1.3333	0.5001	9.317	0.132
1.4167	0.4701	9.578	0.132
1.5	0.4408	9.83	0.1321
1.5833	0.4119	10.075	0.1322
1.6667	0.3836	10.315	0.1323
1.75	0.3559	10.549	0.1325
1.8333	0.3286	10.778	0.1328
1.9167	0.3019	11.003	0.1331
2	0.2756	11.223	0.1334
2.5	0.1273	12.481	0.1359
3	-0.0073	13.646	0.1391
3.5	-0.1305	14.733	0.1429
4	-0.2444	15.754	0.147
