name = nl
year = 2012
yname = wgt
sex = female
sub = 25
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	0.8089	0.877	0.1805
0.0027	0.8128	0.861	0.1796
0.0055	0.8167	0.846	0.1786
0.0082	0.8204	0.833	0.1777
0.011	0.824	0.823	0.1768
0.0137	0.8274	0.814	0.176
0.0164	0.8307	0.806	0.1752
0.0192	0.8339	0.801	0.1743
0.0219	0.837	0.797	0.1735
0.0246	0.8399	0.794	0.1727
0.0274	0.8429	0.793	0.1719
0.0301	0.8456	0.793	0.1712
0.0329	0.8484	0.794	0.1704
0.0356	0.851	0.797	0.1697
0.0383	0.8534	0.801	0.1689
0.0575	0.8687	0.858	0.1641
0.0767	0.8805	0.957	0.1598
0.0958	0.8893	1.085	0.1559
0.115	0.8958	1.235	0.1524
0.1342	0.9003	1.4	0.1492
0.1533	0.903	1.574	0.1462
0.1725	0.9043	1.754	0.1435
0.1916	0.9044	1.938	0.141
0.2108	0.9034	2.124	0.1387
0.23	0.9015	2.311	0.1366
0.2491	0.8988	2.496	0.1346
0.25	0.8987	2.504	0.1345
0.2917	0.8904	2.902	0.1307
0.3333	0.8799	3.286	0.1275
0.375	0.8675	3.655	0.1247
0.4167	0.8538	4.006	0.1223
0.4583	0.8391	4.339	0.1203
0.5	0.8238	4.654	0.1186
0.5417	0.8079	4.952	0.1171
0.5833	0.7917	5.233	0.1158
0.625	0.7752	5.499	0.1147
0.6667	0.7585	5.751	0.1137
0.7083	0.7418	5.989	0.1129
0.75	0.725	6.216	0.1121
0.7917	0.7083	6.432	0.1115
0.8333	0.6916	6.638	0.1109
0.875	0.675	6.835	0.1104
0.9167	0.6584	7.025	0.11
0.9583	0.642	7.206	0.1096
1	0.6257	7.381	0.1093
1.0833	0.5935	7.712	0.1087
1.1667	0.5618	8.024	0.1082
1.25	0.5307	8.319	0.1077
1.3333	0.5001	8.6	0.1074
1.4167	0.4701	8.869	0.1071
1.5	0.4408	9.127	0.1069
1.5833	0.4119	9.378	0.1067
1.6667	0.3836	9.621	0.1066
1.75	0.3559	9.857	0.1065
1.8333	0.3286	10.087	0.1064
1.9167	0.3019	10.313	0.1064
2	0.2756	10.533	0.1064
2.5	0.1273	11.776	0.1071
3	-0.0073	12.912	0.1086
3.5	-0.1305	13.964	0.1106
4	-0.2444	14.944	0.1129
