name = nl
year = 2012
yname = wgt
sex = female
sub = 28
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	0.8089	1.034	0.2086
0.0027	0.8128	1.031	0.2076
0.0055	0.8167	1.029	0.2066
0.0082	0.8204	1.03	0.2057
0.011	0.824	1.031	0.2047
0.0137	0.8274	1.034	0.2038
0.0164	0.8307	1.039	0.2029
0.0192	0.8339	1.045	0.202
0.0219	0.837	1.052	0.2011
0.0246	0.8399	1.06	0.2002
0.0274	0.8429	1.069	0.1994
0.0301	0.8456	1.08	0.1986
0.0329	0.8484	1.092	0.1977
0.0356	0.851	1.104	0.1969
0.0383	0.8534	1.118	0.1961
0.0575	0.8687	1.238	0.1909
0.0767	0.8805	1.392	0.1862
0.0958	0.8893	1.567	0.182
0.115	0.8958	1.758	0.1781
0.1342	0.9003	1.958	0.1746
0.1533	0.903	2.162	0.1713
0.1725	0.9043	2.369	0.1683
0.1916	0.9044	2.575	0.1655
0.2108	0.9034	2.78	0.163
0.23	0.9015	2.982	0.1606
0.2491	0.8988	3.18	0.1584
0.25	0.8987	3.189	0.1583
0.2917	0.8904	3.606	0.1541
0.3333	0.8799	4	0.1505
0.375	0.8675	4.371	0.1475
0.4167	0.8538	4.719	0.1449
0.4583	0.8391	5.045	0.1427
0.5	0.8238	5.351	0.1408
0.5417	0.8079	5.639	0.1392
0.5833	0.7917	5.908	0.1378
0.625	0.7752	6.163	0.1366
0.6667	0.7585	6.403	0.1356
0.7083	0.7418	6.63	0.1348
0.75	0.725	6.847	0.134
0.7917	0.7083	7.052	0.1333
0.8333	0.6916	7.248	0.1328
0.875	0.675	7.436	0.1323
0.9167	0.6584	7.617	0.1319
0.9583	0.642	7.79	0.1315
1	0.6257	7.958	0.1312
1.0833	0.5935	8.277	0.1307
1.1667	0.5618	8.578	0.1303
1.25	0.5307	8.863	0.1301
1.3333	0.5001	9.137	0.1299
1.4167	0.4701	9.4	0.1298
1.5	0.4408	9.655	0.1298
1.5833	0.4119	9.902	0.1298
1.6667	0.3836	10.142	0.1299
1.75	0.3559	10.377	0.13
1.8333	0.3286	10.607	0.1302
1.9167	0.3019	10.832	0.1304
2	0.2756	11.054	0.1306
2.5	0.1273	12.311	0.1327
3	-0.0073	13.471	0.1355
3.5	-0.1305	14.552	0.1389
4	-0.2444	15.565	0.1426
