name = nl
year = 2012
yname = wgt
sex = male
sub = 30
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	1.0885	1.395	0.1984
0.0027	1.0836	1.397	0.1979
0.0055	1.0785	1.4	0.1974
0.0082	1.0737	1.405	0.197
0.011	1.0688	1.412	0.1965
0.0137	1.0642	1.42	0.196
0.0164	1.0596	1.43	0.1956
0.0192	1.0549	1.441	0.1951
0.0219	1.0504	1.453	0.1947
0.0246	1.046	1.466	0.1942
0.0274	1.0416	1.481	0.1938
0.0301	1.0373000000000001	1.497	0.1933
0.0329	1.0329	1.514	0.1929
0.0356	1.0288	1.532	0.1924
0.0383	1.0247	1.551	0.192
0.0575	0.997	1.709	0.189
0.0767	0.9717	1.9	0.1862
0.0958	0.9485	2.112	0.1834
0.115	0.9269	2.34	0.1808
0.1342	0.9068	2.576	0.1783
0.1533	0.8881	2.813	0.1759
0.1725	0.8705	3.053	0.1736
0.1916	0.854	3.289	0.1715
0.2108	0.8384	3.523	0.1694
0.23	0.8236	3.752	0.1675
0.2491	0.8097	3.975	0.1657
0.25	0.809	3.985	0.1656
0.2917	0.7809	4.45	0.1619
0.3333	0.7554	4.882	0.1588
0.375	0.732	5.286	0.156
0.4167	0.7103	5.661	0.1535
0.4583	0.6902	6.008	0.1514
0.5	0.6712	6.333	0.1495
0.5417	0.6532	6.635	0.1478
0.5833	0.6361	6.917	0.1463
0.625	0.6197	7.183	0.145
0.6667	0.6039	7.432	0.1439
0.7083	0.5887	7.668	0.1428
0.75	0.574	7.891	0.1419
0.7917	0.5597	8.103	0.1411
0.8333	0.5457	8.304	0.1403
0.875	0.5321	8.497	0.1397
0.9167	0.5188	8.681	0.1391
0.9583	0.5057	8.858	0.1385
1	0.4929	9.029	0.138
1.0833	0.4679	9.353	0.1372
1.1667	0.4436	9.658	0.1366
1.25	0.4201	9.946	0.1361
1.3333	0.3971	10.22	0.1357
1.4167	0.3746	10.484	0.1354
1.5	0.3527	10.737	0.1352
1.5833	0.3312	10.982	0.1351
1.6667	0.3101	11.221	0.135
1.75	0.2894	11.453	0.135
1.8333	0.2691	11.679	0.135
1.9167	0.2492	11.901	0.1351
2	0.2296	12.118	0.1352
2.5	0.1183	13.345	0.1364
3	0.0164	14.475	0.1382
3.5	-0.0776	15.526	0.1403
4	-0.165	16.511	0.1426
