name = nl
year = 2012
yname = wgt
sex = female
sub = 36
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	0.8089	2.574	0.1566
0.0027	0.8128	2.586	0.156
0.0055	0.8167	2.599	0.1554
0.0082	0.8204	2.613	0.1548
0.011	0.824	2.628	0.1542
0.0137	0.8274	2.644	0.1536
0.0164	0.8307	2.661	0.153
0.0192	0.8339	2.679	0.1524
0.0219	0.837	2.698	0.1519
0.0246	0.8399	2.717	0.1513
0.0274	0.8429	2.738	0.1508
0.0301	0.8456	2.759	0.1503
0.0329	0.8484	2.782	0.1497
0.0356	0.851	2.805	0.1492
0.0383	0.8534	2.828	0.1487
0.0575	0.8687	3.008	0.1454
0.0767	0.8805	3.209	0.1423
0.0958	0.8893	3.42	0.1396
0.115	0.8958	3.639	0.1371
0.1342	0.9003	3.859	0.1348
0.1533	0.903	4.077	0.1327
0.1725	0.9043	4.292	0.1307
0.1916	0.9044	4.502	0.1289
0.2108	0.9034	4.707	0.1273
0.23	0.9015	4.906	0.1257
0.2491	0.8988	5.098	0.1243
0.25	0.8987	5.107	0.1242
0.2917	0.8904	5.503	0.1215
0.3333	0.8799	5.87	0.1193
0.375	0.8675	6.209	0.1173
0.4167	0.8538	6.524	0.1157
0.4583	0.8391	6.814	0.1144
0.5	0.8238	7.085	0.1132
0.5417	0.8079	7.337	0.1123
0.5833	0.7917	7.572	0.1115
0.625	0.7752	7.794	0.1108
0.6667	0.7585	8.003	0.1102
0.7083	0.7418	8.199	0.1098
0.75	0.725	8.386	0.1094
0.7917	0.7083	8.565	0.1091
0.8333	0.6916	8.735	0.1089
0.875	0.675	8.898	0.1088
0.9167	0.6584	9.055	0.1086
0.9583	0.642	9.206	0.1086
1	0.6257	9.353	0.1085
1.0833	0.5935	9.633	0.1085
1.1667	0.5618	9.899	0.1087
1.25	0.5307	10.154	0.1089
1.3333	0.5001	10.4	0.1092
1.4167	0.4701	10.639	0.1096
1.5	0.4408	10.871	0.11
1.5833	0.4119	11.099	0.1104
1.6667	0.3836	11.322	0.1109
1.75	0.3559	11.541	0.1115
1.8333	0.3286	11.757	0.112
1.9167	0.3019	11.97	0.1126
2	0.2756	12.18	0.1133
2.5	0.1273	13.395	0.1175
3	-0.0073	14.54	0.1222
3.5	-0.1305	15.622	0.1273
4	-0.2444	16.647	0.1326
