name = nl
year = 2012
yname = wgt
sex = female
sub = 30
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	0.8089	1.285	0.2051
0.0027	0.8128	1.289	0.2042
0.0055	0.8167	1.294	0.2032
0.0082	0.8204	1.3	0.2024
0.011	0.824	1.308	0.2014
0.0137	0.8274	1.317	0.2006
0.0164	0.8307	1.328	0.1997
0.0192	0.8339	1.34	0.1989
0.0219	0.837	1.352	0.1981
0.0246	0.8399	1.366	0.1973
0.0274	0.8429	1.381	0.1964
0.0301	0.8456	1.397	0.1957
0.0329	0.8484	1.414	0.1949
0.0356	0.851	1.432	0.1941
0.0383	0.8534	1.45	0.1934
0.0575	0.8687	1.602	0.1884
0.0767	0.8805	1.782	0.184
0.0958	0.8893	1.979	0.18
0.115	0.8958	2.189	0.1763
0.1342	0.9003	2.405	0.1729
0.1533	0.903	2.622	0.1698
0.1725	0.9043	2.839	0.1669
0.1916	0.9044	3.053	0.1643
0.2108	0.9034	3.265	0.1618
0.23	0.9015	3.472	0.1596
0.2491	0.8988	3.674	0.1575
0.25	0.8987	3.683	0.1574
0.2917	0.8904	4.103	0.1534
0.3333	0.8799	4.496	0.15
0.375	0.8675	4.864	0.1471
0.4167	0.8538	5.206	0.1447
0.4583	0.8391	5.525	0.1426
0.5	0.8238	5.824	0.1409
0.5417	0.8079	6.103	0.1394
0.5833	0.7917	6.364	0.1381
0.625	0.7752	6.611	0.137
0.6667	0.7585	6.843	0.1361
0.7083	0.7418	7.063	0.1353
0.75	0.725	7.272	0.1346
0.7917	0.7083	7.471	0.134
0.8333	0.6916	7.66	0.1335
0.875	0.675	7.842	0.1331
0.9167	0.6584	8.017	0.1327
0.9583	0.642	8.185	0.1324
1	0.6257	8.347	0.1322
1.0833	0.5935	8.657	0.1318
1.1667	0.5618	8.95	0.1316
1.25	0.5307	9.229	0.1315
1.3333	0.5001	9.497	0.1315
1.4167	0.4701	9.755	0.1315
1.5	0.4408	10.005	0.1317
1.5833	0.4119	10.249	0.1319
1.6667	0.3836	10.487	0.1321
1.75	0.3559	10.719	0.1324
1.8333	0.3286	10.947	0.1327
1.9167	0.3019	11.171	0.133
2	0.2756	11.391	0.1334
2.5	0.1273	12.648	0.1363
3	-0.0073	13.816	0.1399
3.5	-0.1305	14.908	0.144
4	-0.2444	15.934	0.1485
