name = nl
year = 2012
yname = wgt
sex = male
sub = 33
distribution = LMS
citation = Bocca-Tjeertes 2012
publication = Bocca-Tjeertes IFA, van Buuren S, Bos AF, Kerstens JM, ten Vergert EM & Reijneveld SA (2012) Growth of Preterm and Full-term Children Aged 0-4 years: Integrating Median Growth and Variability in Growth Charts. Journal of Pediatrics, 161(3), 460-465.e1.
[data]
x	L	M	S
0	1.0885	1.98	0.1867
0.0027	1.0836	1.99	0.1859
0.0055	1.0785	2.001	0.1851
0.0082	1.0737	2.014	0.1843
0.011	1.0688	2.028	0.1835
0.0137	1.0642	2.043	0.1827
0.0164	1.0596	2.06	0.182
0.0192	1.0549	2.078	0.1812
0.0219	1.0504	2.097	0.1805
0.0246	1.046	2.116	0.1798
0.0274	1.0416	2.138	0.1791
0.0301	1.0373000000000001	2.16	0.1784
0.0329	1.0329	2.183	0.1777
0.0356	1.0288	2.207	0.177
0.0383	1.0247	2.231	0.1764
0.0575	0.997	2.425	0.172
0.0767	0.9717	2.646	0.1681
0.0958	0.9485	2.882	0.1645
0.115	0.9269	3.129	0.1613
0.1342	0.9068	3.38	0.1582
0.1533	0.8881	3.629	0.1555
0.1725	0.8705	3.877	0.1529
0.1916	0.854	4.119	0.1506
0.2108	0.8384	4.356	0.1484
0.23	0.8236	4.587	0.1464
0.2491	0.8097	4.809	0.1445
0.25	0.809	4.819	0.1444
0.2917	0.7809	5.279	0.1409
0.3333	0.7554	5.702	0.1378
0.375	0.732	6.094	0.1353
0.4167	0.7103	6.455	0.1331
0.4583	0.6902	6.788	0.1312
0.5	0.6712	7.098	0.1296
0.5417	0.6532	7.385	0.1282
0.5833	0.6361	7.653	0.127
0.625	0.6197	7.904	0.1259
0.6667	0.6039	8.14	0.125
0.7083	0.5887	8.362	0.1242
0.75	0.574	8.572	0.1235
0.7917	0.5597	8.772	0.1229
0.8333	0.5457	8.962	0.1224
0.875	0.5321	9.144	0.122
0.9167	0.5188	9.318	0.1216
0.9583	0.5057	9.485	0.1212
1	0.4929	9.647	0.1209
1.0833	0.4679	9.953	0.1205
1.1667	0.4436	10.243	0.1202
1.25	0.4201	10.517	0.12
1.3333	0.3971	10.779	0.1199
1.4167	0.3746	11.032	0.1199
1.5	0.3527	11.276	0.12
1.5833	0.3312	11.512	0.1202
1.6667	0.3101	11.743	0.1204
1.75	0.2894	11.968	0.1206
1.8333	0.2691	12.188	0.1209
1.9167	0.2492	12.404	0.1213
2	0.2296	12.616	0.1216
2.5	0.1183	13.825	0.1243
3	0.0164	14.946	0.1273
3.5	-0.0776	15.997	0.1307
4	-0.165	16.985	0.1341
